rowid,COUNTRY,INDICATOR,YR,AMOUNT,Government Type,Regime_type,Continent
335,Argentina,Population growth annual pct,2011,1,presidential republic,Flawed democracy,South America
336,Argentina,Population total,2011,41656879,presidential republic,Flawed democracy,South America
337,Argentina,GDP at market prices current US,2012,546000000000,presidential republic,Flawed democracy,South America
338,Argentina,GDP per capita current US,2012,12969,presidential republic,Flawed democracy,South America
339,Argentina,Government expenditure per tertiary student as pct of GDP per capita pct,2012,16,presidential republic,Flawed democracy,South America
340,Argentina,Government expenditure per tertiary student constant US,2012,2226,presidential republic,Flawed democracy,South America
341,Argentina,Government expenditure per tertiary student US,2012,2253,presidential republic,Flawed democracy,South America
342,Argentina,Labor force total,2012,19016123,presidential republic,Flawed democracy,South America
343,Argentina,Population growth annual pct,2012,1,presidential republic,Flawed democracy,South America
344,Argentina,Population total,2012,42096739,presidential republic,Flawed democracy,South America
345,Argentina,GDP at market prices current US,2013,552000000000,presidential republic,Flawed democracy,South America
346,Argentina,GDP per capita current US,2013,12976,presidential republic,Flawed democracy,South America
347,Argentina,Government expenditure per tertiary student as pct of GDP per capita pct,2013,16,presidential republic,Flawed democracy,South America
348,Argentina,Government expenditure per tertiary student constant US,2013,2400,presidential republic,Flawed democracy,South America
349,Argentina,Government expenditure per tertiary student US,2013,2400,presidential republic,Flawed democracy,South America
350,Argentina,Labor force total,2013,19151558,presidential republic,Flawed democracy,South America
351,Argentina,Population growth annual pct,2013,1,presidential republic,Flawed democracy,South America
352,Argentina,Population total,2013,42539925,presidential republic,Flawed democracy,South America
353,Argentina,GDP at market prices current US,2014,526000000000,presidential republic,Flawed democracy,South America
354,Argentina,GDP per capita current US,2014,12245,presidential republic,Flawed democracy,South America
355,Argentina,Government expenditure per tertiary student as pct of GDP per capita pct,2014,16,presidential republic,Flawed democracy,South America
356,Argentina,Government expenditure per tertiary student constant US,2014,0,presidential republic,Flawed democracy,South America
357,Argentina,Government expenditure per tertiary student US,2014,0,presidential republic,Flawed democracy,South America
358,Argentina,Labor force total,2014,19207402,presidential republic,Flawed democracy,South America
359,Argentina,Population growth annual pct,2014,1,presidential republic,Flawed democracy,South America
360,Argentina,Population total,2014,42981515,presidential republic,Flawed democracy,South America
361,Argentina,GDP at market prices current US,2015,585000000000,presidential republic,Flawed democracy,South America
362,Argentina,GDP per capita current US,2015,13467,presidential republic,Flawed democracy,South America
363,Argentina,Government expenditure per tertiary student as pct of GDP per capita pct,2015,0,presidential republic,Flawed democracy,South America
364,Argentina,Government expenditure per tertiary student constant US,2015,0,presidential republic,Flawed democracy,South America
365,Argentina,Government expenditure per tertiary student US,2015,0,presidential republic,Flawed democracy,South America
366,Argentina,Labor force total,2015,19486807,presidential republic,Flawed democracy,South America
367,Argentina,Population growth annual pct,2015,1,presidential republic,Flawed democracy,South America
368,Argentina,Population total,2015,43417765,presidential republic,Flawed democracy,South America
369,Argentina,GDP at market prices current US,2016,545000000000,presidential republic,Flawed democracy,South America
370,Argentina,GDP per capita current US,2016,12440,presidential republic,Flawed democracy,South America
371,Argentina,Government expenditure per tertiary student as pct of GDP per capita pct,2016,0,presidential republic,Flawed democracy,South America
372,Argentina,Government expenditure per tertiary student constant US,2016,0,presidential republic,Flawed democracy,South America
373,Argentina,Government expenditure per tertiary student US,2016,0,presidential republic,Flawed democracy,South America
374,Argentina,Labor force total,2016,19703930,presidential republic,Flawed democracy,South America
375,Argentina,Population growth annual pct,2016,0,presidential republic,Flawed democracy,South America
376,Argentina,Population total,2016,43847430,presidential republic,Flawed democracy,South America
377,Austria,GDP at market prices current US,1970,15373005769,federal parliamentary republic,Full democracy,Europe
378,Austria,GDP per capita current US,1970,2058,federal parliamentary republic,Full democracy,Europe
379,Austria,Government expenditure per tertiary student as pct of GDP per capita pct,1970,0,federal parliamentary republic,Full democracy,Europe
380,Austria,Government expenditure per tertiary student constant PPP,1970,0,federal parliamentary republic,Full democracy,Europe
381,Austria,Government expenditure per tertiary student constant US,1970,0,federal parliamentary republic,Full democracy,Europe
382,Austria,Government expenditure per tertiary student PPP,1970,0,federal parliamentary republic,Full democracy,Europe
383,Austria,Government expenditure per tertiary student US,1970,0,federal parliamentary republic,Full democracy,Europe
384,Austria,Labor force total,1970,0,federal parliamentary republic,Full democracy,Europe
385,Austria,Population growth annual pct,1970,0,federal parliamentary republic,Full democracy,Europe
386,Austria,Population total,1970,7467086,federal parliamentary republic,Full democracy,Europe
387,Austria,GDP at market prices current US,1971,17858485957,federal parliamentary republic,Full democracy,Europe
388,Austria,GDP per capita current US,1971,2380,federal parliamentary republic,Full democracy,Europe
389,Austria,Government expenditure per tertiary student as pct of GDP per capita pct,1971,0,federal parliamentary republic,Full democracy,Europe
390,Austria,Government expenditure per tertiary student constant PPP,1971,0,federal parliamentary republic,Full democracy,Europe
